,userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake
178,527,498,40,42,1,1,1,11,0
177,265,319,21,58,1,1,0,11,0
652,775,691,25,26,1,1,0,6,0
852,513,442,0,50,1,1,0,14,0
391,70,78,0,9,1,0,0,20,0
1025,80,1844,16,1,1,1,0,9,1
375,216,268,40,10,1,1,1,10,0
435,338,330,41,17,1,0,0,12,0
126,527,527,25,10,1,1,4,10,0
918,199,61,73,1,1,0,0,12,0
883,4492,2210,130,184,1,0,0,15,0
834,713,636,3,118,1,1,0,13,0
38,1073,837,0,49,1,1,0,14,0
925,287,1459,10,8,1,0,4,13,0
139,339,378,61,1,1,1,0,15,0
522,421,565,30,44,1,1,0,6,0
110,342,343,50,56,1,1,2,6,0
756,94,123,0,0,0,1,0,12,0
244,146,163,69,63,1,1,0,9,0
1093,162,171,0,1,0,1,0,15,1
535,1078,179,0,131,1,0,2,15,0
854,619,793,98,272,1,1,0,7,0
399,83,119,39,5,1,1,0,12,0
41,335,353,26,2,1,1,0,14,0
635,299,540,0,112,1,1,0,12,0
818,174,172,0,1,1,1,0,10,0
877,322,411,23,12,1,1,0,11,0
964,316,496,105,5,1,0,0,16,0
1079,12,2319,0,0,0,0,3,10,1
733,163,109,0,36,1,1,2,12,0
720,718,917,84,86,1,1,2,12,0
700,1221,999,0,30,1,1,0,13,0
465,233,242,43,9,1,1,0,14,0
295,330,433,63,35,1,0,0,15,0
778,372,374,0,46,1,1,0,14,0
1062,125,1396,15,0,1,1,2,12,1
666,302,307,7,80,1,1,0,15,0
826,348,338,15,15,1,1,0,6,0
1037,105,6802,17,0,1,0,0,6,1
1163,140,1104,0,3,1,0,0,15,1
973,145,327,139,6,1,0,0,14,0
558,369,396,0,5,1,1,0,12,0
338,436,348,57,33,1,0,0,11,0
25,570,455,37,120,1,1,0,10,0
751,488,1071,0,53,1,1,0,7,0
1189,0,25,138,6,1,0,0,10,1
415,336,598,0,223,1,1,0,8,0
222,349,427,13,14,1,1,4,12,0
135,156,199,42,2,1,0,0,11,0
584,894,874,1,414,1,1,2,11,0
1106,17,1299,0,1,1,0,0,18,1
654,383,419,4,5,1,1,0,11,0
917,433,409,31,3,1,0,0,12,0
980,234,658,93,2,1,0,0,14,0
762,248,197,71,27,1,1,0,11,0
316,462,682,0,94,1,1,0,10,0
1081,52,2479,0,0,1,0,0,14,1
63,138,124,10,2,1,1,0,13,0
1087,22,4006,0,0,0,0,0,8,1
193,245,395,0,10,1,1,0,8,0
536,523,396,30,52,1,1,0,11,0
89,334,411,40,21,1,0,0,16,0
949,153,253,0,8,1,1,0,12,0
1096,35,4621,0,0,0,0,4,17,1
983,46,22,21,4,1,0,0,18,0
561,202,340,0,28,1,1,0,11,0
200,278,265,0,155,1,0,0,9,0
596,420,457,21,127,1,0,0,10,0
670,549,545,0,100,1,1,0,11,0
88,257,254,76,26,1,1,0,7,0
414,654,679,33,24,1,0,0,8,0
1107,16,266,0,0,0,0,2,14,1
606,550,555,133,234,1,1,0,16,0
632,214,208,0,9,1,1,0,12,0
274,1500,1446,103,132,1,1,0,14,0
39,1532,1431,57,313,1,1,0,11,0
62,472,431,32,59,1,1,0,9,0
304,639,677,17,125,1,1,0,9,0
749,294,307,0,22,1,1,2,11,0
341,676,701,0,249,1,1,0,11,0
1114,6,866,0,2,0,1,0,10,1
402,393,463,0,165,1,1,0,8,0
494,270,493,0,0,1,0,0,13,0
795,79,90,0,0,1,1,0,7,0
1059,21,946,0,1,1,0,1,10,1
1144,0,577,0,0,0,1,0,14,1
260,446,496,0,62,1,1,0,7,0
613,520,604,15,732,1,0,0,9,0
172,68,75,0,17,1,0,0,15,0
1055,63,2318,0,0,1,0,4,9,1
245,256,338,36,39,1,1,0,10,0
409,481,531,16,9,1,1,0,12,0
411,438,339,32,12,1,1,0,13,0
905,1266,678,50,1,1,0,0,13,0
850,842,797,0,99,1,1,0,13,0
701,402,478,56,22,1,1,0,14,0
203,735,665,44,19,1,1,0,11,0
711,102,264,0,11,1,1,0,12,0
211,384,219,51,11,1,1,0,12,0
625,511,916,0,134,1,1,0,12,0
385,422,377,18,17,1,0,0,13,0
537,255,246,0,12,1,1,0,12,0
468,222,185,0,22,1,1,0,6,0
1125,185,1928,74,3,1,0,0,12,1
362,221,224,0,39,1,0,0,14,0
1108,153,1195,9,0,1,0,0,9,1
1118,30,940,24,3,1,0,0,10,1
271,584,653,34,88,1,1,0,9,0
349,873,4935,22,30,1,0,0,9,0
360,378,578,9,61,1,1,0,7,0
348,208,571,0,11,1,0,0,8,0
758,445,449,0,60,1,0,0,16,0
995,324,4122,0,0,1,0,4,15,1
742,189,332,0,5,1,1,0,16,0
370,748,996,11,44,1,1,0,13,0
839,499,617,14,56,1,1,0,12,0
305,554,561,0,325,1,1,0,12,0
607,150,184,0,79,1,0,0,6,0
959,177,237,0,9,1,1,2,12,0
421,323,373,40,10,1,1,0,14,0
842,294,386,8,15,1,1,2,14,0
767,969,944,124,118,1,0,0,12,0
392,788,664,24,383,1,0,0,11,0
1067,0,2513,0,1,1,1,0,13,1
585,871,841,78,161,1,0,0,12,0
16,372,362,36,13,1,1,0,7,0
1172,64,359,0,6,1,0,0,7,1
179,327,524,0,24,1,1,0,13,0
1048,83,2012,0,0,1,1,2,12,1
1074,24,2503,0,1,1,0,4,9,1
1105,6,181,0,1,1,0,3,15,1
821,382,346,23,38,1,1,0,7,0
462,414,440,14,71,1,0,0,9,0
603,736,662,0,312,1,0,0,7,0
109,374,311,0,23,1,1,0,10,0
568,450,473,64,152,1,1,0,15,0
895,114,248,0,49,1,0,0,14,0
651,361,1066,0,308,1,1,0,12,0
196,165,205,6,0,1,0,0,8,0
912,611,514,94,36,1,0,0,12,0
1129,71,31,57,3,1,0,1,11,1
969,342,465,6,3,1,1,0,7,0
336,119,116,0,2,1,1,0,15,0
1066,3208,1911,0,0,0,0,5,15,1
937,875,1027,24,2,1,0,0,17,0
382,203,250,53,131,1,1,0,8,0
147,181,199,0,3,0,1,1,21,0
911,1,15,0,0,1,1,0,10,0
187,268,388,0,3,1,1,0,8,0
1011,37,207,0,0,0,0,0,15,1
760,484,412,13,59,1,1,0,8,0
986,149,123,0,1,1,0,0,15,0
664,251,321,48,42,1,1,0,12,0
118,275,602,43,25,1,1,0,8,0
254,505,382,9,4,1,1,0,11,0
663,645,694,0,69,1,1,0,12,0
1014,27,354,0,0,1,1,4,10,1
175,304,321,32,23,1,1,0,11,0
171,487,788,44,43,1,1,0,8,0
572,194,278,0,3,1,1,1,11,0
634,907,927,64,36,1,1,0,14,0
107,301,444,81,60,1,1,0,6,0
93,404,461,0,1,1,0,0,15,0
450,670,547,52,68,1,1,0,12,0
943,282,377,37,9,1,1,0,12,0
48,295,302,11,2,1,1,0,11,0
761,461,700,0,475,1,1,0,7,0
640,210,238,0,1,1,0,0,10,0
637,238,410,11,44,1,1,0,10,0
379,409,504,32,3,1,1,0,20,0
142,319,328,23,6,1,1,0,11,0
457,426,486,60,110,1,0,0,12,0
202,107,260,0,0,1,1,0,13,0
493,380,500,38,19,1,1,0,9,0
548,324,323,0,114,1,1,0,10,0
977,312,2275,110,5,1,0,0,12,0
1133,11,76,0,0,0,0,2,13,1
592,359,386,0,397,1,1,0,15,0
730,1257,857,14,228,1,0,0,11,0
119,96,174,0,1,0,1,0,15,0
420,218,316,16,438,1,1,0,10,0
130,262,522,0,11,1,0,2,11,0
441,540,543,0,73,1,1,0,12,0
774,106,147,0,1,1,1,0,11,0
299,576,680,135,187,1,1,0,11,0
1120,5,16,0,0,0,1,0,9,1
945,605,525,54,6,1,0,0,9,0
1008,39,1022,58,0,0,0,3,30,1
418,239,324,106,29,1,1,0,10,0
137,225,446,0,53,1,0,0,11,0
715,284,315,0,23,1,1,0,7,0
350,194,219,14,33,1,1,0,15,0
28,687,539,18,78,1,0,0,9,0
896,340,536,0,4,1,0,4,15,0
243,473,614,5,99,1,0,0,13,0
621,323,405,0,69,1,1,0,10,0
532,450,708,52,58,1,1,0,10,0
432,129,152,0,0,1,1,0,14,0
470,274,309,0,2,1,1,0,12,0
461,191,280,9,4,1,1,0,15,0
1193,0,0,108,6,1,0,2,10,1
1047,104,1423,53,0,0,0,0,13,1
446,687,539,18,78,1,0,0,9,0
467,200,204,0,60,1,1,2,16,0
443,570,455,37,120,1,1,0,10,0
10,250,247,31,4,1,0,0,7,0
1015,47,106,0,0,0,0,3,11,1
213,143,233,0,1,1,1,0,13,0
914,804,2553,0,25,1,0,5,18,0
685,447,749,0,185,1,1,0,14,0
34,257,149,33,39,1,0,0,7,0
231,185,486,7,0,1,1,0,9,0
661,379,484,0,130,1,1,0,10,0
776,39,43,11,0,1,1,4,10,0
475,199,272,18,36,1,1,0,8,0
600,450,579,103,67,1,1,0,9,0
688,208,571,0,11,1,0,0,8,0
997,14,107,0,1,1,0,1,10,1
868,414,496,0,60,1,1,0,10,0
96,213,153,19,209,1,1,0,8,0
76,847,652,6,83,1,0,0,7,0
809,322,365,50,122,1,1,0,6,0
91,740,940,53,483,1,1,0,9,0
434,273,297,19,0,1,1,0,15,0
810,1031,719,12,99,1,0,0,13,0
658,146,134,31,36,1,1,0,10,0
1103,18,1741,0,0,0,0,0,11,1
303,522,641,88,171,1,0,0,7,0
812,460,380,5,67,1,1,0,12,0
500,339,476,56,33,1,1,0,8,0
1142,11,344,24,0,0,1,4,9,1
69,377,508,0,25,1,1,0,10,0
133,36,315,10,0,1,0,0,11,0
189,345,332,19,167,1,1,0,14,0
623,982,979,0,266,1,0,0,13,0
764,200,304,0,82,1,1,0,8,0
1174,307,4887,3,3,1,0,0,22,1
820,559,674,0,13,1,1,0,14,0
285,475,528,0,29,1,1,0,7,0
307,545,494,22,22,1,1,0,15,0
416,210,367,0,114,1,1,0,8,0
90,195,396,27,31,1,1,0,14,0
859,314,187,102,200,1,0,0,11,0
976,792,3126,113,6,1,0,0,20,0
352,83,252,0,40,1,1,0,12,0
565,455,449,18,32,1,1,0,12,0
1038,607,7455,20,0,0,1,0,9,1
1041,26,1919,0,0,0,0,0,12,1
551,224,287,0,51,1,1,0,13,0
827,582,623,0,36,1,1,0,14,0
837,630,641,1,93,1,1,0,17,0
518,432,410,25,26,1,1,0,10,0
253,393,372,25,7,1,0,0,9,0
1088,15,3949,0,0,0,0,2,13,1
65,234,242,4,11,1,1,0,11,0
514,431,463,21,42,1,1,0,10,0
387,238,100,10,100,1,1,0,11,0
26,368,1114,16,69,1,0,0,8,0
445,634,648,59,21,1,0,0,9,0
935,12,28,0,1,1,1,4,14,0
87,516,538,10,20,1,1,0,14,0
555,512,365,67,12,1,1,2,12,0
936,338,435,0,7,1,1,0,10,0
757,603,496,57,100,1,1,0,13,0
913,23,140,57,0,1,0,0,10,0
1090,32,3921,70,0,1,0,2,11,1
298,348,359,0,21,1,1,0,10,0
790,433,543,1,288,1,1,0,12,0
806,547,790,0,17,1,0,0,8,0
181,254,907,0,34,1,1,0,13,0
283,350,426,30,24,1,1,0,12,0
483,175,313,11,4,1,0,0,7,0
1000,420,4883,30,8,1,0,0,12,1
345,234,196,146,66,1,1,2,8,0
170,189,272,0,8,1,1,0,12,0
643,330,272,14,103,1,1,0,10,0
188,293,438,46,45,1,1,0,6,0
1165,32,2184,35,2,1,0,2,18,1
103,379,436,7,56,1,1,0,12,0
1061,2,757,0,0,1,0,3,13,1
863,521,491,10,69,1,1,0,14,0
542,296,291,0,26,1,1,0,14,0
525,371,370,29,10,1,1,0,14,0
267,725,733,35,91,1,1,0,13,0
687,1054,1538,25,445,1,0,0,6,0
696,381,515,43,67,1,1,0,12,0
571,1050,820,43,332,1,0,0,10,0
930,25,765,70,2,1,0,0,16,0
904,70,808,0,6,1,0,1,9,0
273,620,623,0,161,1,1,0,9,0
278,351,381,35,25,1,0,0,10,0
101,293,339,12,92,1,1,0,10,0
916,77,42,16,5,1,0,0,16,0
773,207,225,24,6,1,1,0,10,0
484,358,315,26,33,1,1,0,6,0
347,337,296,7,65,1,0,0,13,0
735,260,296,10,2,1,0,0,7,0
1033,8,1359,0,0,1,0,0,8,1
967,146,203,7,4,1,1,0,6,0
1086,8,2039,0,0,1,0,4,11,1
17,338,330,41,17,1,0,0,12,0
604,625,977,13,7,1,1,0,11,0
887,521,2397,118,9,1,0,2,17,0
405,114,115,24,21,1,1,0,6,0
993,203,823,71,4,1,0,0,12,0
987,188,504,0,3,1,1,0,9,0
924,694,3255,84,8,1,0,2,15,0
780,368,459,30,65,1,1,0,7,0
832,525,1017,10,41,1,1,0,13,0
957,144,651,0,8,1,1,0,11,0
882,3087,526,132,32,1,0,0,22,0
184,651,722,51,136,1,1,0,12,0
900,247,963,78,30,1,0,0,10,0
1140,3,157,0,0,0,1,4,9,1
768,225,307,0,74,1,1,0,8,0
120,322,1496,0,53,0,1,4,10,0
996,15,399,0,0,0,0,3,12,1
219,235,186,30,9,1,1,0,16,0
860,651,643,39,171,1,1,0,15,0
889,222,440,105,5,1,0,3,14,0
781,566,585,0,13,1,1,0,7,0
482,625,703,48,34,1,1,0,8,0
1012,66,244,34,0,0,0,0,11,1
744,43,30,0,15,1,1,2,6,0
647,431,688,0,15,1,1,0,9,0
237,679,666,115,54,1,1,0,7,0
306,230,436,0,36,1,1,0,14,0
830,581,544,6,58,1,1,0,11,0
679,404,458,0,240,1,1,0,10,0
890,44,3787,0,1,0,0,0,13,0
699,273,392,0,5,1,1,0,11,0
513,79,80,7,2,1,1,0,11,0
384,66,84,0,1,1,1,0,10,0
1119,26,1392,85,3,1,0,1,13,1
1065,11,1898,37,0,1,1,2,9,1
30,752,726,0,312,1,1,0,12,0
173,354,363,10,40,1,0,0,11,0
497,65,67,79,116,1,0,0,8,0
784,847,958,0,209,1,1,0,14,0
721,120,135,14,46,1,0,0,13,0
662,468,504,0,26,1,1,0,9,0
388,325,523,0,84,1,1,0,17,0
323,99,227,0,117,1,1,0,17,0
108,536,504,74,134,1,1,0,15,0
787,374,445,0,104,1,1,0,7,0
704,137,1096,0,5,1,0,0,12,0
1187,1,0,90,9,1,0,1,19,1
676,723,649,18,62,1,0,0,8,0
60,542,531,41,78,1,1,0,14,0
373,207,201,131,75,1,1,2,12,0
873,257,291,139,19,1,1,2,10,0
695,170,181,18,15,1,1,0,14,0
3,297,480,22,25,1,1,2,9,0
66,302,306,27,37,1,1,0,11,0
29,579,413,36,221,1,0,0,11,0
521,202,201,0,21,1,1,0,9,0
199,613,555,27,121,1,1,0,11,0
1001,442,6662,0,396,1,0,0,11,1
550,218,255,0,2,1,1,0,9,0
1023,5,77,0,0,1,0,4,10,1
279,414,440,14,71,1,0,0,9,0
44,392,379,21,8,1,0,0,13,0
311,456,545,82,48,1,1,0,10,0
270,321,306,18,102,1,1,0,9,0
232,347,407,66,11,1,1,0,17,0
862,632,664,14,31,1,1,0,10,0
138,346,390,14,8,1,1,0,9,0
47,594,800,28,21,1,1,0,12,0
390,1817,758,2,115,1,1,0,14,0
1034,36,2004,10,6,0,1,2,13,1
300,387,382,43,69,1,1,0,8,0
480,540,604,0,16,1,1,0,16,0
459,200,229,17,4,1,1,2,10,0
791,499,758,0,23,1,1,2,13,0
817,228,806,13,0,1,1,0,13,0
575,455,603,0,79,1,1,0,11,0
286,288,276,22,13,1,1,0,12,0
235,391,314,3,17,1,0,0,12,0
892,444,604,111,3,1,0,4,16,0
342,369,430,60,14,1,1,0,14,0
498,315,363,26,0,1,0,0,8,0
1169,228,4956,50,1,1,1,3,9,1
796,456,653,1,170,1,1,0,9,0
58,510,594,0,25,1,1,0,11,0
1028,247,1749,0,3,1,0,4,10,1
569,143,237,0,3,1,0,0,12,0
395,427,407,45,124,1,1,0,8,0
681,406,392,0,142,1,0,0,6,0
816,409,927,6,32,1,1,0,7,0
1010,622,364,26,2,0,0,0,9,1
963,207,258,0,4,1,0,2,12,0
98,207,196,0,7,1,1,0,11,0
1181,12,25,0,0,0,0,0,9,1
380,158,209,0,5,1,1,0,7,0
83,256,307,6,12,1,1,0,11,0
546,190,184,0,2,1,1,0,11,0
215,590,801,43,76,1,0,2,13,0
624,416,460,0,104,1,1,0,10,0
843,428,385,50,18,1,1,0,14,0
365,630,755,0,125,1,1,0,10,0
113,593,923,13,34,1,1,0,9,0
519,310,357,23,44,1,1,0,10,0
229,268,348,43,21,1,0,0,11,0
70,561,508,45,114,1,0,0,9,0
617,619,750,24,38,1,1,0,9,0
719,255,308,0,80,1,1,0,11,0
803,584,669,42,31,1,0,0,10,0
1083,22,1330,0,0,1,0,3,10,1
19,449,410,19,19,1,1,0,8,0
95,474,410,74,33,1,1,0,14,0
85,300,267,15,22,1,0,0,10,0
329,571,755,4,16,1,1,0,10,0
116,95,106,0,0,1,1,0,7,0
252,403,388,0,23,1,1,0,11,0
752,384,455,0,31,1,0,2,6,0
330,311,406,0,11,1,1,0,9,0
228,477,474,0,0,0,1,0,9,0
669,824,962,23,5,1,0,0,14,0
857,564,538,0,71,1,1,0,13,0
49,377,539,76,40,1,0,0,11,0
1013,32,4,0,1,1,0,2,10,1
168,696,769,30,11,1,0,3,16,0
1186,0,0,0,0,0,0,4,10,1
656,367,361,0,98,1,1,0,9,0
653,543,1020,41,179,1,1,0,14,0
437,449,410,19,19,1,1,0,8,0
999,33,1470,0,2,1,1,4,13,1
129,274,267,19,3,1,1,0,10,0
991,78,783,28,1,1,0,0,11,0
587,1170,1355,0,491,1,1,0,14,0
508,256,344,34,53,1,1,0,12,0
515,217,266,11,13,1,1,0,13,0
351,371,442,0,9,1,1,0,16,0
1071,14,1229,0,4,0,1,0,14,1
557,213,245,0,31,1,1,0,12,0
269,424,499,50,38,1,1,0,7,0
1077,53,620,4,1,1,1,0,8,1
1145,0,434,0,0,0,1,0,12,1
799,403,470,23,47,1,1,0,10,0
1091,34,7158,0,0,0,0,1,10,1
293,370,387,21,22,1,1,0,7,0
732,267,319,19,15,1,1,0,16,0
8,172,227,51,10,1,0,0,10,0
335,399,826,54,70,1,1,0,13,0
627,403,490,0,38,1,1,0,12,0
1073,22,2666,0,0,0,1,2,9,1
400,715,598,66,210,1,0,0,7,0
238,236,338,21,23,1,1,0,11,0
145,524,510,0,18,1,1,0,9,0
406,200,224,71,17,1,1,0,12,0
847,631,645,22,56,1,1,0,8,0
258,283,355,0,140,1,1,0,8,0
460,606,722,44,56,1,1,0,9,0
464,510,669,33,31,1,1,0,11,0
707,719,1107,0,227,1,1,0,13,0
755,486,651,18,227,1,1,0,7,0
123,585,576,0,43,1,1,0,12,0
848,254,352,22,94,1,1,0,15,0
626,511,563,32,16,1,0,0,15,0
292,312,453,33,47,1,1,0,9,0
1124,11,159,0,1,0,0,3,14,1
737,187,191,24,45,1,0,0,15,0
798,169,39,0,4,1,0,0,11,0
1177,34,219,0,2,0,0,0,20,1
327,308,423,0,101,1,1,2,14,0
897,280,691,7,8,1,0,0,16,0
668,251,292,0,3,1,1,0,9,0
861,507,582,34,99,1,1,0,11,0
754,1342,712,24,112,1,0,0,12,0
114,313,280,0,13,1,0,0,15,0
786,245,208,4,2,1,1,2,12,0
703,180,224,0,3,1,1,2,8,0
262,1123,1162,130,428,1,1,0,12,0
321,386,482,32,48,1,1,0,7,0
100,453,528,24,75,1,1,0,15,0
394,88,146,34,6,1,0,0,8,0
527,588,497,0,13,1,1,0,12,0
793,330,422,40,799,1,1,0,11,0
931,116,1265,75,3,1,0,0,18,0
1178,165,618,0,0,1,0,0,8,1
766,728,307,0,50,1,0,0,5,0
614,1002,1089,0,582,1,1,0,10,0
702,260,390,0,37,1,1,0,11,0
650,428,413,16,314,1,1,0,12,0
320,603,1233,7,588,1,1,0,7,0
11,413,677,0,38,1,1,0,15,0
1101,6,961,0,0,1,0,5,8,1
128,321,330,32,8,1,1,0,6,0
671,552,639,1,184,1,1,0,10,0
183,210,220,0,1,1,1,0,10,0
289,367,416,41,111,1,1,0,7,0
358,60,108,0,49,1,1,1,14,0
277,150,256,98,28,1,1,0,15,0
165,265,312,93,53,1,1,0,9,0
7,1038,6640,0,156,1,0,0,12,0
194,582,828,0,43,1,1,0,16,0
67,586,779,0,88,1,0,0,9,0
12,172,187,1,7,1,1,0,10,0
381,872,772,0,174,1,0,0,11,0
206,253,303,0,7,1,1,0,9,0
636,625,921,0,91,1,1,0,7,0
1035,37,1982,8,1,1,0,3,9,1
205,209,216,19,14,1,1,0,13,0
268,132,345,0,33,1,1,0,6,0
378,658,604,8,27,1,1,0,7,0
1036,61,992,0,0,1,0,4,10,1
919,322,257,0,3,1,0,0,12,0
886,37,413,49,5,1,0,0,9,0
714,544,371,24,5,1,1,2,9,0
855,938,1194,66,27,1,1,0,14,0
46,642,707,8,10,1,1,0,12,0
122,153,180,17,6,1,1,0,11,0
1179,165,752,0,0,0,1,3,8,1
1052,14,3359,0,0,1,0,1,7,1
